Descriptor,Importance
AATSC6m,0.0004685987014460648
BCUTse-1h,0.00046782234242292753
AATS5Z,0.0004668622173875559
VR1_D,0.0004662570580190547
MDEC-34,0.0004659816782005049
ATS6pe,0.0004659760510677741
AATS0s,0.00046523696774248625
nHeavyAtom,0.00046406214121428994
SpMAD_Dzi,0.0004609833112255031
AATS7pe,0.00046076071638629946
Xpc-6dv,0.0004592778974150509
MATS4are,0.0004574828672059451
AATS8s,0.00045511063270540906
GGI1,0.0004548224846077545
PEOE_VSA6,0.00045462431714760813
AATSC2are,0.0004543892170906768
NssO,0.00045391255201874425
AATS4d,0.000452822840347148
ATS7pe,0.00045083252028282265
AXp-0dv,0.0004496017869076718
ATS8dv,0.0004480891607900979
Si,0.00044802255729814916
AATS7dv,0.000446595950183763
GATS8are,0.00044646372614695346
GATS6are,0.00044578032182818075
MINssNH,0.0004436628736514748
nS,0.00044358894488187096
AATS2se,0.0004434496884487995
ATSC5Z,0.00044296392303097326
ATS8i,0.00044234085547742766
NssssC,0.00044193408456178
SpAD_Dzare,0.0004417277413245456
MATS6p,0.00044050230159373523
ATSC1dv,0.00043879888778896827
BCUTare-1h,0.0004383756367842016
IC3,0.0004379810778272385
AATS5pe,0.0004377535195145835
VR3_Dzv,0.00043751271635770225
MWC07,0.0004342975979963015
ATS7v,0.0004334957164167429
AATSC4are,0.0004320344309533623
ATSC7c,0.0004304011615969448
AXp-1dv,0.0004299760241986431
BertzCT,0.00042772750842928953
ATSC1d,0.0004272231657721454
MWC08,0.00042719159028275415
VE3_Dzse,0.00042627875334278967
AATS3v,0.00042604042333924374
AATS1are,0.00042532071292253446
ATS7Z,0.0004251761599449391
Xp-6d,0.00042419694156617806
AATS8Z,0.0004239914379768836
ATS4s,0.00042217258693548693
AXp-6d,0.00042070904500197715
ATS6are,0.00042030205446897306
AATS8se,0.00042019670722509317
AATS1pe,0.00041992709619510685
Vabc,0.0004199112563817288
ATSC7v,0.00041949645031631093
Xp-2d,0.00041840282879732267
AMID_O,0.0004174093174142013
AATS6s,0.0004165613296574996
GATS3dv,0.0004148974692241376
AATSC6pe,0.00041454007961126997
MPC8,0.00041422735133619584
SpAbs_Dzm,0.0004128180692867227
VR2_D,0.0004122486514691847
Xch-5d,0.0004122042918104336
MIC3,0.00041136891424857686
AATSC5dv,0.0004113559155657938
MATS7se,0.0004099183452649792
Xch-7d,0.00040933684467400934
AETA_eta_R,0.0004091699805966065
MDEC-22,0.0004074627735737418
ATSC1v,0.0004068514283326974
AXp-5d,0.0004051297595823078
SRW08,0.0004047147151327504
ATSC3v,0.0004039147065892672
ATS3pe,0.00040019457350556507
SaasC,0.00039591019066592404
SM1_Dzse,0.00039447644576800584
MIC2,0.0003933287685913917
VR2_Dzi,0.0003931006766571169
MATS7Z,0.0003908138173205401
ATS4p,0.0003886499861932072
AATS8v,0.00038829561663396056
MATS5c,0.00038742340435005476
AATS4are,0.00038582544498670017
SpMax_Dzi,0.0003848521133847302
SpDiam_Dzse,0.0003844545884028104
nHBAcc,0.0003840777654787767
JGI7,0.00038370394943790226
SpAD_Dzi,0.00038285397615482093
MAXssssC,0.00038065844748616946
ATSC4v,0.0003802395104047965
GATS4p,0.0003784536689145665
ATS3Z,0.00037809683628358667
ETA_dAlpha_A,0.0003770227765692622
AATSC6c,0.000375175048878378
MATS3dv,0.0003746269482591571
NsssN,0.00037462600655558136
MPC9,0.00037349001315876713
GATS4c,0.00037338543681694563
AXp-2d,0.0003727919577870382
VR2_Dzse,0.00037237219883625843
GATS8s,0.00037076483209981195
JGI10,0.0003707633937703208
BCUTv-1l,0.0003699216015359837
ATS1p,0.00036914280595275157
AATSC7s,0.0003674184917614018
ATSC0d,0.0003639746723496122
AATSC5m,0.00036083387223257427
MWC02,0.0003602693986216586
AATSC2i,0.000359147287838758
Xp-5d,0.00035801700574194574
MATS5se,0.00035780969201785784
AATS5m,0.0003576868107721664
ATS4m,0.0003572551421333029
n11ARing,0.00035617224012457374
MINdsCH,0.0003541313490557993
NaasC,0.00035405386026511013
MAXaasC,0.00035051459241835034
ATS5m,0.00034941928911662285
MATS5m,0.0003467153293444319
EState_VSA10,0.00034527267847778484
AATS4v,0.00034470835857111225
NsBr,0.0003436943188796948
SlogP_VSA10,0.0003433553779246654
VSA_EState9,0.0003409873661252067
MDEC-12,0.0003407495027846709
AETA_eta_BR,0.00034012110243917995
VR1_DzZ,0.0003395762982815723
MAXsssCH,0.00033638738983891235
EState_VSA6,0.00033185077408286174
GATS4dv,0.00032863780837884716
ATSC3Z,0.00032844161746586
MDEC-24,0.0003278962723061163
JGI4,0.00032720513236570527
MATS2v,0.0003270783369842989
ATS7d,0.0003259825210949908
JGI6,0.00032579914841612145
AATSC6d,0.00032234551154633863
GATS8m,0.000321844836795194
nBondsKS,0.0003202696463679877
MDEN-22,0.0003181023230804333
AATS8dv,0.0003159069477133886
VR2_Dzpe,0.0003115600571887374
Sse,0.0003115313535026374
NsssCH,0.00031151058094746015
ATS4se,0.00030764310558699983
VE3_Dzare,0.00030697781785700965
ATS1pe,0.0003061996707028519
apol,0.0003044340180093182
nAcid,0.00030378750613960426
AMID_C,0.0003037744431104848
GATS8se,0.00030373260356368137
SpMAD_Dzse,0.00030195392146565886
MAXsssN,0.0002984960038374726
MWC09,0.00029791378837782235
MPC5,0.0002966929094377548
LogEE_A,0.0002955109993214551
ETA_epsilon_1,0.0002943432127497161
n6ARing,0.0002941629453730534
MATS7dv,0.0002936594372752573
AATS0are,0.00029290571841051965
VE3_Dzpe,0.00028814034073677396
SpAD_DzZ,0.00028704688309288913
nO,0.0002836530387067716
VE3_Dzp,0.00028351534858227505
SpMax_Dzare,0.000280891379529325
VR2_Dzare,0.0002808763706113638
piPC4,0.0002800076595372534
LabuteASA,0.00027868199690930204
GATS3Z,0.0002767773667811432
LogEE_Dzm,0.00027569980707979635
VR1_Dzv,0.0002753096539596152
GATS7c,0.0002744445335045726
AATS6i,0.00027363055030356023
EState_VSA5,0.00027294857214794904
SRW09,0.0002728503427902482
MPC7,0.0002721336690955416
ATS3are,0.0002715918543246579
ATS0se,0.0002714323136237121
AATSC0s,0.00027072669087477015
nAromBond,0.0002682242189798452
ATSC5are,0.0002660061565879559
GATS4v,0.0002637578434425029
MATS8Z,0.0002633136085388753
AATS4s,0.0002624117675177949
SpAD_Dzpe,0.0002622000148176458
AMID_N,0.0002611153786367852
MINdCH2,0.0002605868873758307
ATS1se,0.00025781410012437573
MDEN-33,0.00025770386806941775
SdO,0.0002576367880136787
SlogP_VSA6,0.0002574825004153554
MAXdCH2,0.00025680251222442004
ZMIC0,0.0002557719174012433
GATS7v,0.0002556664646348552
GGI3,0.00025515503106480835
ATS2i,0.00025298269950316385
Diameter,0.0002506849609305951
ATS8d,0.0002497353901255598
PEOE_VSA10,0.0002495203874221108
EState_VSA7,0.0002483039385148388
SpAbs_Dzpe,0.00024809095923152767
nBondsKD,0.00024787657376780053
ATS5p,0.0002477681609952004
VSA_EState6,0.00024766242227697375
VE3_A,0.0002462340792039507
MATS7c,0.0002447672651912924
GATS7dv,0.00024470532127821547
SpAD_Dzse,0.0002443159652098883
Xp-0dv,0.0002441560010319014
SRW06,0.0002430582335102937
GGI9,0.00024265192811904609
AATS3are,0.00024062318739910373
AATS7d,0.0002394911740646525
ATS0d,0.00023446698455932048
Xpc-4d,0.00023331368146410603
LogEE_DzZ,0.0002296633289605809
NsOH,0.00022811993607763407
ATSC0se,0.0002270994344000854
SM1_Dzi,0.0002231843027817288
MID_X,0.0002217906996200119
NdsCH,0.00022176504322982124
PEOE_VSA3,0.0002210614953755683
n5aRing,0.00022062291924105027
ATS3se,0.00021813650898318545
SaasN,0.00021679555632206067
SMR_VSA5,0.0002159963801690364
ATS7m,0.00021484206158696117
TMPC10,0.00021376592499031176
SMR_VSA2,0.0002136049167649366
SpAbs_D,0.00021328571738946832
nBondsM,0.00021265025473237006
Lipinski,0.000212298149211818
VE2_D,0.00021174178314274712
ETA_eta_B,0.00021130851705228318
MDEC-44,0.00021063172075200782
MAXssS,0.00020968914039525693
AATSC4d,0.00020934752133279193
Xpc-5d,0.00020823823130507486
SpDiam_D,0.00020736406471446163
MIC4,0.00020730425955776553
MPC4,0.00020621825134080958
WPath,0.00020498457487953266
MDEN-12,0.00020422278535410062
ETA_eta_BR,0.00020172828414874452
VE1_Dzse,0.00020148316576525097
AATS8p,0.0001987925824600557
ATS7p,0.00019706116081422468
GGI5,0.00019628364738178035
SpMAD_Dzm,0.00019517955791775434
MPC10,0.00019483514260434782
MAXssO,0.0001944607791660907
n6AHRing,0.00019360318055498284
SlogP_VSA11,0.00019333838868148333
SaaCH,0.0001915512506979644
naHRing,0.00019012310464561525
MINaasN,0.00018883613553550448
ATSC2dv,0.00018806258226509296
NdsN,0.0001876970286821735
EState_VSA1,0.00018729936185448646
MINaaO,0.00018703909061210537
SpDiam_DzZ,0.00018412057684863076
MATS6d,0.00018230051475405927
JGI2,0.0001817005747231682
MPC2,0.0001792408923133522
JGI1,0.0001775388484594985
AATS2dv,0.00017629936648351269
GATS6pe,0.00017608151091274616
ATS8se,0.0001744065890894782
MWC05,0.00017345023761131337
nBridgehead,0.0001721671491862141
Xch-4d,0.00017132521146125444
ATS4v,0.00017070125418609285
Xp-3dv,0.000169567197078703
ATSC0i,0.0001689994653443423
MWC06,0.00016754662145163188
ATS6Z,0.00016337564755746566
Mare,0.00016189390111281466
AATS7m,0.00016115172730524923
NaaN,0.00015836606096618475
NsCl,0.00015791637345070097
AATSC0are,0.0001574658827223321
PEOE_VSA4,0.00015311258138769486
PEOE_VSA13,0.00015296890912648705
TSRW10,0.00015240969218596086
nFHRing,0.00015195525381188764
MAXdsN,0.00015118516319634313
VE2_Dzpe,0.00015002647292410463
NtsC,0.00014944761049244835
GATS5se,0.00014913830600778177
nBondsA,0.00014801748003002361
VE3_Dzv,0.00014765690158102934
MINaaN,0.0001471424659677671
NsCH3,0.0001462352912829507
nG12FaHRing,0.00014352522025675476
n7HRing,0.00014306293173108105
ATS7se,0.0001422702854854427
ATS4pe,0.00014169697203344114
MAXsNH2,0.00014067355299242812
MW,0.00014004050106806673
TIC3,0.00013878125990935273
Xc-6d,0.00013819141655536645
n5AHRing,0.00013668081460603955
Xp-7dv,0.00013639934755157706
AATSC8m,0.00013567644304330494
nFAHRing,0.00013405189544317894
nFRing,0.00013258222386141818
AATSC0se,0.00013097068765646533
AETA_eta_FL,0.00012978335750608307
MAXtN,0.00012963659492299794
JGT10,0.00012546468163086172
ATS7are,0.00012487020447562763
TIC0,0.0001243294509132592
SpAbs_Dzare,0.00012354919967589133
nG12FRing,0.00012167731524891516
Zagreb1,0.0001203798683875617
nBondsD,0.00011923962294248055
Xc-5dv,0.00011923231232840489
MZ,0.00011780333579468264
ATS3d,0.00011599223946784923
AATSC7v,0.00011530091226680189
nAHRing,0.00011378441103676115
MATS7pe,0.00011334376605985387
Xc-3dv,0.0001111745402706904
C2SP3,0.00010892171699521114
NaaS,0.00010736095142959459
MINtN,0.00010728479851532154
nCl,0.00010609336987449551
ETA_dPsi_A,0.00010423570008393545
MWC04,0.00010420056501782647
VE1_Dzare,0.00010280469934959768
SaaaC,0.00010048894271755744
MINdsN,0.00010025343022821733
ATS2are,0.0001001962916045669
ATS2se,9.861953171870478e-05
n5Ring,9.800308579106517e-05
ATS1i,9.797873498566607e-05
SM1_Dzpe,9.756173852317443e-05
MINdssS,9.657482557955321e-05
Xc-4d,9.612976325362278e-05
GGI10,9.585673629205701e-05
NdO,8.873916679845762e-05
SsSH,8.78092667566352e-05
TIC4,8.64145391556555e-05
n7FHRing,8.606493429630603e-05
nC,8.329127832506254e-05
SpAbs_DzZ,8.26514104903959e-05
PEOE_VSA2,8.127798258468834e-05
ATS5are,8.080290941999396e-05
ATS0are,7.828486776152787e-05
ATS1v,7.642696505561955e-05
SaaN,7.382246227017308e-05
nBondsT,6.823344842953467e-05
Xc-4dv,6.791131872281306e-05
SssssC,6.0609482400630606e-05
SM1_Dzp,5.995836443258747e-05
ETA_beta_ns_d,5.906045193594094e-05
n4Ring,5.616575137294059e-05
n4HRing,5.518344911885731e-05
SdCH2,5.483133169259677e-05
Xp-0d,5.447317650370585e-05
MINsCl,5.4133537708457734e-05
VR3_Dzse,5.379925619175988e-05
n7AHRing,5.318922444665776e-05
VR1_Dzare,5.29587488318086e-05
ETA_eta_L,5.271870863308223e-05
MAXaaO,5.258679145959545e-05
NsNH2,5.226628454301371e-05
MDEO-22,5.185263109013183e-05
AATSC3p,5.176218021348916e-05
NssS,5.156117523671301e-05
n5HRing,5.105341819820688e-05
MAXaaaC,5.058989562879933e-05
n3Ring,4.874281397597208e-05
n6HRing,4.856314750863345e-05
MINaaaC,4.800208112248479e-05
GATS7m,4.7736372035725284e-05
n9ARing,4.658707991973366e-05
nBonds,4.639085480555874e-05
SsCl,4.604245312209914e-05
n12FHRing,4.516810548938184e-05
nG12FAHRing,4.3342274511428474e-05
AETA_beta_ns_d,4.243831631647873e-05
n9FRing,3.784641679892566e-05
nG12Ring,3.706508309752501e-05
nFaRing,3.696784195253805e-05
ATSC0p,3.640562917147834e-05
GhoseFilter,2.9105551962277537e-05
SpMax_Dzse,2.8611863155303964e-05
ATS2v,2.799934166422467e-05
nARing,2.7469281663516062e-05
NaaNH,2.7173383719344726e-05
Xp-1dv,2.7108433734939754e-05
n10FARing,2.530691649701435e-05
n7Ring,0.0
nRing,0.0
n8Ring,0.0
AMID_X,0.0
SssssSn,0.0
SsssSnH,0.0
SsI,0.0
SsPbH3,0.0
SssPbH2,0.0
SsssPbH,0.0
MAXsssB,0.0
n8ARing,0.0
n10ARing,0.0
n12ARing,0.0
nG12ARing,0.0
n3AHRing,0.0
n4AHRing,0.0
n11aHRing,0.0
n12aHRing,0.0
nG12aHRing,0.0
n3ARing,0.0
SssssPb,0.0
MINaaNH,0.0
MINdNH,0.0
MINsNH2,0.0
SsGeH3,0.0
SddssS,0.0
SdssS,0.0
SaaS,0.0
n12Ring,0.0
MDEN-23,0.0
SsssssAs,0.0
SsssdAs,0.0
SsssAs,0.0
SssAsH,0.0
SsAsH2,0.0
SssssGe,0.0
SsssGeH,0.0
SssS,0.0
SpAbs_Dzse,0.0
MAXtCH,0.0
n3HRing,0.0
n4ARing,0.0
n11Ring,0.0
n10Ring,0.0
n9Ring,0.0
n4aRing,0.0
VE1_Dzpe,0.0
nG12HRing,0.0
n12HRing,0.0
n11HRing,0.0
n10HRing,0.0
n9HRing,0.0
n8HRing,0.0
MDEN-13,0.0
MDEN-11,0.0
n3aRing,0.0
SsNH3,0.0
StsC,0.0
SddC,0.0
SsSiH3,0.0
SsF,0.0
SaaO,0.0
SssssN,0.0
SddsN,0.0
n6aHRing,0.0
SsssNH,0.0
n12FaRing,0.0
n11FARing,0.0
n9FARing,0.0
n8FARing,0.0
n7FARing,0.0
n6FARing,0.0
n5FARing,0.0
NsssP,0.0
SdsN,0.0
n4FRing,0.0
nG12AHRing,0.0
n12AHRing,0.0
n11AHRing,0.0
n10AHRing,0.0
n9AHRing,0.0
n8AHRing,0.0
StCH,0.0
SsNH2,0.0
n11FRing,0.0
n10FRing,0.0
n8FRing,0.0
n7FRing,0.0
n6FRing,0.0
StN,0.0
SaaNH,0.0
SdNH,0.0
SssNH2,0.0
n12FRing,0.0
nG12aRing,0.0
n12aRing,0.0
n11aRing,0.0
n10aRing,0.0
n9aRing,0.0
n8aRing,0.0
n7aRing,0.0
n6aRing,0.0
NssPH,0.0
n9aHRing,0.0
n8aHRing,0.0
n7aHRing,0.0
SssGeH2,0.0
n5aHRing,0.0
n4aHRing,0.0
n3aHRing,0.0
n7ARing,0.0
n5ARing,0.0
n10aHRing,0.0
NsPH2,0.0
NssssSi,0.0
nSpiro,0.0
n5FAHRing,0.0
n4FAHRing,0.0
nG12FARing,0.0
NsGeH3,0.0
NddssS,0.0
NdssS,0.0
ETA_dPsi_B,0.0
NsSH,0.0
NsssssP,0.0
NdsssP,0.0
n12FAHRing,0.0
NsssB,0.0
NssBH,0.0
NssssBe,0.0
NssBe,0.0
NsLi,0.0
NdS,0.0
SdsssP,0.0
SsssP,0.0
SssPH,0.0
SsPH2,0.0
SssssSi,0.0
SsssSiH,0.0
n11FHRing,0.0
n10FHRing,0.0
SdSe,0.0
n8FHRing,0.0
n6FHRing,0.0
n5FHRing,0.0
n4FHRing,0.0
n9FaRing,0.0
n8FaRing,0.0
n7FaRing,0.0
n6FaRing,0.0
n5FaRing,0.0
n9FHRing,0.0
MINdS,0.0
MINsSH,0.0
MINsF,0.0
MINddsN,0.0
Sp,0.0
NddsN,0.0
NsssNH,0.0
NtN,0.0
SsssssP,0.0
MINsI,0.0
MINsBr,0.0
NsssSiH,0.0
NssSiH2,0.0
NsSiH3,0.0
NsF,0.0
NaaO,0.0
NssssN,0.0
NaasN,0.0
NdNH,0.0
nI,0.0
nB,0.0
n12FARing,0.0
SssSiH2,0.0
SdS,0.0
NssssB,0.0
n5FRing,0.0
n4FARing,0.0
n4FaRing,0.0
n12FaHRing,0.0
n11FaHRing,0.0
n10FaHRing,0.0
n9FaHRing,0.0
n8FaHRing,0.0
n7FaHRing,0.0
n6FaHRing,0.0
n5FaHRing,0.0
n4FaHRing,0.0
nFARing,0.0
nG12FHRing,0.0
nG12FaRing,0.0
nP,0.0
Zagreb2,0.0
nF,0.0
nBase,0.0
n11FaRing,0.0
n10FaRing,0.0
nX,0.0
n10FAHRing,0.0
n9FAHRing,0.0
n8FAHRing,0.0
n7FAHRing,0.0
n6FAHRing,0.0
ATS5Z,0.0
SRW07,0.0
SRW05,0.0
SRW03,0.0
n11FAHRing,0.0
SlogP_VSA9,0.0
SlogP_VSA7,0.0
MAXaaS,0.0
MAXdS,0.0
MAXsSH,0.0
MAXsF,0.0
MAXaasN,0.0
MAXddsN,0.0
MINssS,0.0
MINtsC,0.0
MINtCH,0.0
MINsssB,0.0
MAXsI,0.0
MAXsBr,0.0
MAXsCl,0.0
MAXddssS,0.0
MAXdssS,0.0
NsssGeH,0.0
MAXaaN,0.0
SssSnH2,0.0
SsSnH3,0.0
SddssSe,0.0
SdssSe,0.0
SaaSe,0.0
SssSe,0.0
nFaHRing,0.0
SsSeH,0.0
MAXtsC,0.0
Xch-4dv,0.0
Xch-3dv,0.0
Xch-3d,0.0
C4SP3,0.0
SssssB,0.0
SsssB,0.0
SssBH,0.0
MAXaaNH,0.0
MAXdNH,0.0
SMR_VSA8,0.0
NssSe,0.0
SssssBe,0.0
SssBe,0.0
SsLi,0.0
NssssPb,0.0
NsssPbH,0.0
NssPbH2,0.0
NsPbH3,0.0
NssGeH2,0.0
NssNH2,0.0
NsNH3,0.0
NaaaC,0.0
NddC,0.0
NaaCH,0.0
NtCH,0.0
NdCH2,0.0
MINddssS,0.0
MINaaS,0.0
NsI,0.0
C2SP1,0.0
C1SP1,0.0
PEOE_VSA12,0.0
PEOE_VSA5,0.0
NdSe,0.0
NsSeH,0.0
NsssssAs,0.0
NsssdAs,0.0
NaaSe,0.0
NssAsH,0.0
NsAsH2,0.0
NssssGe,0.0
NssssSn,0.0
NsssSnH,0.0
NssSnH2,0.0
NsSnH3,0.0
NddssSe,0.0
NdssSe,0.0
NsssAs,0.0
