Descriptor,Importance
PEOE_VSA1,0.0017179455512063974
ATSC6i,0.0017044640060633607
MID,0.0017028782646901159
ATSC4are,0.0016941672039416644
BCUTc-1h,0.0016787361522750763
BCUTpe-1h,0.001677303032910688
ATS8m,0.0016661171757652018
ETA_eta_RL,0.0016646551157364915
ETA_beta_s,0.0016572506818467053
PEOE_VSA7,0.0016504871043840224
EState_VSA4,0.0016504026984372718
IC5,0.0016490602730462897
GATS5s,0.0016160301475019955
MATS1m,0.0016147377839607437
MATS4Z,0.0016114045858284778
GGI8,0.0016034535125110014
MATS1are,0.0016023443928353815
GATS7pe,0.0016015543637325064
piPC8,0.0015983721075978055
ATS0v,0.0015983101000881703
ATSC7p,0.001597544797546314
AATSC1are,0.0015908405709547774
ATS1dv,0.001587869379940621
ATSC8d,0.0015608791113206912
AATSC1se,0.0015590595939760968
ATSC2se,0.0015449913769649138
CIC0,0.0015386217774855024
SssNH,0.0015366283903706667
WPol,0.0015358027056119983
ATS0s,0.0015302528838215027
ATSC8are,0.0015257689054692437
SLogP,0.0015246359249469772
piPC7,0.0015220937833419637
ATSC3are,0.0015165113652670017
MATS1p,0.0015164566486895342
BCUTc-1l,0.0015143914728217918
LogEE_Dzi,0.0015094648449270824
ATSC0m,0.0015091113983501726
AATS2pe,0.0015022460024769954
GATS1v,0.0014987559421886457
Kier1,0.0014959675292981283
ATS8v,0.0014957919856818025
JGI9,0.0014932195257858147
BCUTs-1h,0.0014928014391296083
ATSC1p,0.0014847839317235678
AATSC0c,0.0014822884962603453
MATS1pe,0.0014752080659027197
AATSC4se,0.0014727114087028043
BIC2,0.0014707123956510775
BCUTd-1h,0.0014686923052937327
MATS1s,0.0014683799552520685
VE3_D,0.0014673552035709009
GATS1pe,0.0014664223987898783
ATSC1i,0.0014635450361314539
GATS5Z,0.0014605575980178975
AATS2d,0.0014602001613015585
MATS4d,0.0014550457448124587
AATSC2Z,0.0014537660228204489
AATS2p,0.0014419039109518827
ATSC1s,0.001439508691507962
MATS8d,0.001436659073988368
MATS6se,0.0014338297220984463
Xp-4d,0.0014322193741534788
VR3_A,0.00143218497037987
ATSC8c,0.0014308386302061328
MATS7m,0.0014172908559318368
AATS0Z,0.0014148097678325102
SRW02,0.0014104856447485692
BCUTdv-1l,0.0014081749341306987
AXp-6dv,0.0014070162341651826
VE2_Dzare,0.0013970268386447
AATSC4c,0.0013865506361453294
piPC9,0.001385164629762901
AATS1s,0.001383867287788776
SpMAD_Dzv,0.0013800070495004469
GATS6d,0.0013736552618354607
GATS3m,0.0013716667523898116
AXp-4d,0.0013509051295546644
GATS6p,0.001349907985629623
VR3_D,0.0013386584008608482
AATSC8s,0.0013371428928205364
ATSC3i,0.0013319713561590846
AATSC5p,0.0013310048977143191
VE2_Dzi,0.0013290600594508576
GATS2s,0.0013259625370362733
MAXssCH2,0.001322062359438001
AATS3d,0.001316744785297212
ATSC4s,0.0013162859216490671
MATS4se,0.0013124587213520025
ATSC7pe,0.0013118836738100555
GATS6v,0.001308967000815588
ATSC2m,0.0013057207845292617
EState_VSA3,0.0013028486964999906
ATSC4Z,0.0012981576374313953
GATS1i,0.0012931762140013315
SpMax_D,0.0012843102234524686
ATSC3m,0.0012833375058188433
MATS7are,0.0012828556203551384
SpAD_A,0.0012781853393092598
GATS3se,0.0012778287693549833
CIC3,0.001277763145440184
GATS4are,0.001274997846921272
ATSC6v,0.0012736786254774935
ZMIC4,0.0012722302564678722
ATSC4p,0.0012720018910999395
MATS6pe,0.0012682464008707548
VE1_A,0.0012647448297753213
GATS8d,0.0012596705998735647
ATSC6are,0.0012576854663171582
MDEO-11,0.0012572576030215098
AATSC8are,0.0012566094845959672
ATSC8dv,0.0012563150332314144
AATSC1pe,0.0012545658142466378
SIC4,0.0012535911806344426
MATS3se,0.001237516332663778
ATSC2pe,0.0012365292416525499
GATS1dv,0.0012347261550624293
GATS2are,0.0012321736997162889
VR1_Dzse,0.001231984854578437
ATSC4se,0.0012316894151518634
AATS6p,0.0012304674841814064
AATS4p,0.001228524847453774
GATS5pe,0.0012285052495876235
MATS5i,0.0012268095480001855
piPC3,0.0012221249594112779
GATS2v,0.0012221141387375623
AATS1dv,0.00122136379359766
VE2_Dzm,0.0012201866767309613
ATSC8s,0.0012153491140455307
VR1_Dzm,0.001212144382887221
AATSC3are,0.0012117261697356884
MATS8c,0.0012025942883861494
GATS5m,0.0012012362032187758
BCUTm-1h,0.0012006482801912109
ATSC0dv,0.0012001014768218625
ATSC7dv,0.0011999936623339948
ATS1m,0.0011997764135696276
ZMIC1,0.0011979970604834187
ATSC6p,0.0011976038681620837
ATSC4c,0.0011951133065914298
MATS8dv,0.0011947964110816604
MATS6m,0.001193413493379905
ATSC5m,0.0011897084453848662
MATS5v,0.0011867487171238328
ATSC0c,0.001185152713569808
MATS2pe,0.001182045746642957
ATSC5i,0.0011808659730587591
MID_C,0.001178177317222777
AATSC6p,0.001175555416657289
GATS2m,0.0011733751610968227
VR2_DzZ,0.0011689584829467296
Kier3,0.0011681197478219567
Xpc-5dv,0.0011672790982663035
VR3_Dzi,0.0011667409291686017
SMR_VSA7,0.0011651334846595745
ATS1s,0.0011624890373091844
AMW,0.0011612204723082705
mZagreb2,0.0011607170741849424
MATS3Z,0.0011604765737587115
SRW04,0.0011577528338958876
ATS0m,0.001157651219321377
ZMIC3,0.0011565126531944997
MATS5dv,0.001155405317668005
MATS6are,0.001148068654378524
AATS2s,0.0011466264997445849
TIC2,0.0011450398799674388
MATS8pe,0.0011382338299055282
AATSC7se,0.001134026483686035
ATS0dv,0.001133031978120264
ATS2p,0.0011305341394329382
ATSC0s,0.00112894313559722
MID_N,0.001128899131044197
MATS3i,0.0011274169813547156
VE2_A,0.0011239566016096106
MATS4v,0.0011176565421130815
RPCG,0.0011152591222780396
VE3_Dzm,0.001112819570853145
GATS3d,0.0011094358421160203
ATS6d,0.0011046778524581677
MATS6i,0.0011032516679835888
MATS3s,0.0011021828320431036
SM1_Dzm,0.001094277111623974
AATS1v,0.0010927031297672375
MATS2d,0.0010913213128960016
BIC1,0.0010907387723135108
